0010,0024;SQ;Issuer of Patient ID Qualifiers Sequence;false
0010,0026;SQ;Source Patient Group Identification Sequence;false
0010,0027;SQ;Group of Patients Identification Sequence;false
0010,0028;US;Subject Relative Position in Image;false
0010,0030;DA;Patient's Birth Date;false
0010,0032;TM;Patient's Birth Time;false
0010,0033;LO;Patient's Birth Date in Alternative Calendar;false
0010,0034;LO;Patient's Death Date in Alternative Calendar;false
0010,0035;CS;Patient's Alternative Calendar;false
0010,0040;CS;Patient's Sex;false
0010,0050;SQ;Patient's Insurance Plan Code Sequence;false
0010,0101;SQ;Patient's Primary Language Code Sequence;false
0010,0102;SQ;Patient's Primary Language Modifier Code Sequence;false
0010,0200;CS;Quality Control Subject;false
0010,0201;SQ;Quality Control Subject Type Code Sequence;false
0010,0212;UC;Strain Description;false
0010,0213;LO;Strain Nomenclature;false
0010,0214;LO;Strain Stock Number;false
0010,0215;SQ;Strain Source Registry Code Sequence;false
0010,0216;SQ;Strain Stock Sequence;false
0010,0217;LO;Strain Source;false
0010,0218;UT;Strain Additional Information;false
0010,0219;SQ;Strain Code Sequence;false
0010,1000;LO;Other Patient IDs;false
0010,1001;PN;Other Patient Names;false
0010,1002;SQ;Other Patient IDs Sequence;false
0010,1005;PN;Patient's Birth Name;false
0010,1010;AS;Patient's Age;false
0010,1020;DS;Patient's Size;false
0010,1021;SQ;Patient's Size Code Sequence;false
0010,1030;DS;Patient's Weight;false
0010,1040;LO;Patient's Address;false
0010,1050;LO;Insurance Plan Identification;true
0010,1060;PN;Patient's Mother's Birth Name;false
0010,1080;LO;Military Rank;false
0010,1081;LO;Branch of Service;false
0010,1090;LO;Medical Record Locator;false
0010,1100;SQ;Referenced Patient Photo Sequence;false
0010,2000;LO;Medical Alerts;false
0010,2110;LO;Allergies;false
0010,2150;LO;Country of Residence;false
0010,2152;LO;Region of Residence;false
0010,2154;SH;Patient's Telephone Numbers;false
0010,2155;LT;Patient's Telecom Information;false
0010,2160;SH;Ethnic Group;false
0010,2180;SH;Occupation;false
0010,21A0;CS;Smoking Status;false
0010,21B0;LT;Additional Patient History;false
0010,21C0;US;Pregnancy Status;false
0010,21D0;DA;Last Menstrual Date;false
0010,21F0;LO;Patient's Religious Preference;false
0010,2201;LO;Patient Species Description;false
0010,2202;SQ;Patient Species Code Sequence;false
0010,2203;CS;Patient's Sex Neutered;false
0010,2210;CS;Anatomical Orientation Type;false
0010,2292;LO;Patient Breed Description;false
0010,2293;SQ;Patient Breed Code Sequence;false
0010,2294;SQ;Breed Registration Sequence;false
0010,2295;LO;Breed Registration Number;false
0010,2296;SQ;Breed Registry Code Sequence;false
0010,2297;PN;Responsible Person;false
0010,2298;CS;Responsible Person Role;false
0010,2299;LO;Responsible Organization;false
0010,4000;LT;Patient Comments;false
0010,9431;FL;Examined Body Thickness;false
0012,0010;LO;Clinical Trial Sponsor Name;false
0012,0020;LO;Clinical Trial Protocol ID;false
0012,0021;LO;Clinical Trial Protocol Name;false
0012,0030;LO;Clinical Trial Site ID;false
0012,0031;LO;Clinical Trial Site Name;false
0012,0040;LO;Clinical Trial Subject ID;false
0012,0042;LO;Clinical Trial Subject Reading ID;false
0012,0050;LO;Clinical Trial Time Point ID;false
0012,0051;ST;Clinical Trial Time Point Description;false
0012,0060;LO;Clinical Trial Coordinating Center Name;false
0012,0062;CS;Patient Identity Removed;false
0012,0063;LO;De-identification Method;false
0012,0064;SQ;De-identification Method Code Sequence;false
0012,0071;LO;Clinical Trial Series ID;false
0012,0072;LO;Clinical Trial Series Description;false
0012,0081;LO;Clinical Trial Protocol Ethics Committee Name;false
0012,0082;LO;Clinical Trial Protocol Ethics Committee Approval Number;false
0012,0083;SQ;Consent for Clinical Trial Use Sequence;false
0012,0084;CS;Distribution Type;false
0012,0085;CS;Consent for Distribution Flag;false
0014,0023;ST;CAD File Format;true
0014,0024;ST;Component Reference System;true
0014,0025;ST;Component Manufacturing Procedure;false
0014,0028;ST;Component Manufacturer;false
0014,0030;DS;Material Thickness;false
0014,0032;DS;Material Pipe Diameter;false
0014,0034;DS;Material Isolation Diameter;false
0014,0042;ST;Material Grade;false
0014,0044;ST;Material Properties Description;false
0014,0045;ST;Material Properties File Format (Retired);true
0014,0046;LT;Material Notes;false
0014,0050;CS;Component Shape;false
0014,0052;CS;Curvature Type;false
0014,0054;DS;Outer Diameter;false
0014,0056;DS;Inner Diameter;false
0014,0100;LO;Component Welder IDs;false
0014,0101;CS;Secondary Approval Status;false
0014,0102;DA;Secondary Review Date;false
0014,0103;TM;Secondary Review Time;false
0014,0104;PN;Secondary Reviewer Name;false
0014,0105;ST;Repair ID;false
0014,0106;SQ;Multiple Component Approval Sequence;false
0014,0107;CS;Other Approval Status;false
0014,0108;CS;Other Secondary Approval Status;false
0014,1010;ST;Actual Environmental Conditions;false
0014,1020;DA;Expiry Date;false
0014,1040;ST;Environmental Conditions;false
0014,2002;SQ;Evaluator Sequence;false
0014,2004;IS;Evaluator Number;false
0014,2006;PN;Evaluator Name;false
0014,2008;IS;Evaluation Attempt;false
0014,2012;SQ;Indication Sequence;false
0014,2014;IS;Indication Number;false
0014,2016;SH;Indication Label;false
0014,2018;ST;Indication Description;false
0014,201A;CS;Indication Type;false
0014,201C;CS;Indication Disposition;false
0014,201E;SQ;Indication ROI Sequence;false
0014,2030;SQ;Indication Physical Property Sequence;false
0014,2032;SH;Property Label;false
0014,2202;IS;Coordinate System Number of Axes;false
0014,2204;SQ;Coordinate System Axes Sequence;false
0014,2206;ST;Coordinate System Axis Description;false
0014,2208;CS;Coordinate System Data Set Mapping;false
0014,220A;IS;Coordinate System Axis Number;false
0014,220C;CS;Coordinate System Axis Type;false
0014,220E;CS;Coordinate System Axis Units;false
0014,2210;OB;Coordinate System Axis Values;false
0014,2220;SQ;Coordinate System Transform Sequence;false
0014,2222;ST;Transform Description;false
0014,2224;IS;Transform Number of Axes;false
0014,2226;IS;Transform Order of Axes;false
0014,2228;CS;Transformed Axis Units;false
0014,222A;DS;Coordinate System Transform Rotation and Scale Matrix;false
0014,222C;DS;Coordinate System Transform Translation Matrix;false
0014,3011;DS;Internal Detector Frame Time;false
0014,3012;DS;Number of Frames Integrated;false
0014,3020;SQ;Detector Temperature Sequence;false
0014,3022;ST;Sensor Name;false
0014,3024;DS;Horizontal Offset of Sensor;false
0014,3026;DS;Vertical Offset of Sensor;false
0014,3028;DS;Sensor Temperature;false
0014,3040;SQ;Dark Current Sequence;false
0014,3050;OB;Dark Current Counts;false
0014,3060;SQ;Gain Correction Reference Sequence;false
0014,3070;OB;Air Counts;false
0014,3071;DS;KV Used in Gain Calibration;false
0014,3072;DS;MA Used in Gain Calibration;false
0014,3073;DS;Number of Frames Used for Integration;false
0014,3074;LO;Filter Material Used in Gain Calibration;false
0014,3075;DS;Filter Thickness Used in Gain Calibration;false
0014,3076;DA;Date of Gain Calibration;false
0014,3077;TM;Time of Gain Calibration;false
0014,3080;OB;Bad Pixel Image;false
0014,3099;LT;Calibration Notes;false
0014,4002;SQ;Pulser Equipment Sequence;false
0014,4004;CS;Pulser Type;false
0014,4006;LT;Pulser Notes;false
0014,4008;SQ;Receiver Equipment Sequence;false
0014,400A;CS;Amplifier Type;false
0014,400C;LT;Receiver Notes;false
0014,400E;SQ;Pre-Amplifier Equipment Sequence;false
0014,400F;LT;Pre-Amplifier Notes;false
0014,4010;SQ;Transmit Transducer Sequence;false
0014,4011;SQ;Receive Transducer Sequence;false
0014,4012;US;Number of Elements;false
0014,4013;CS;Element Shape;false
0014,4014;DS;Element Dimension A;false
0014,4015;DS;Element Dimension B;false
0014,4016;DS;Element Pitch A;false
0014,4017;DS;Measured Beam Dimension A;false
0014,4018;DS;Measured Beam Dimension B;false
0014,4019;DS;Location of Measured Beam Diameter;false
0014,401A;DS;Nominal Frequency;false
0014,401B;DS;Measured Center Frequency;false
0014,401C;DS;Measured Bandwidth;false
0014,401D;DS;Element Pitch B;false
0014,4020;SQ;Pulser Settings Sequence;false
0014,4022;DS;Pulse Width;false
0014,4024;DS;Excitation Frequency;false
0014,4026;CS;Modulation Type;false
0014,4028;DS;Damping;false
0014,4030;SQ;Receiver Settings Sequence;false
0014,4031;DS;Acquired Soundpath Length;false
0014,4032;CS;Acquisition Compression Type;false
0014,4033;IS;Acquisition Sample Size;false
0014,4034;DS;Rectifier Smoothing;false
0014,4035;SQ;DAC Sequence;false
0014,4036;CS;DAC Type;false
0014,4038;DS;DAC Gain Points;false
0014,403A;DS;DAC Time Points;false
0014,403C;DS;DAC Amplitude;false
0014,4040;SQ;Pre-Amplifier Settings Sequence;false
0014,4050;SQ;Transmit Transducer Settings Sequence;false
0014,4051;SQ;Receive Transducer Settings Sequence;false
0014,4052;DS;Incident Angle;false
0014,4054;ST;Coupling Technique;false
0014,4056;ST;Coupling Medium;false
0014,4057;DS;Coupling Velocity;false
0014,4058;DS;Probe Center Location X;false
0014,4059;DS;Probe Center Location Z;false
0014,405A;DS;Sound Path Length;false
0014,405C;ST;Delay Law Identifier;false
0014,4060;SQ;Gate Settings Sequence;false
0014,4062;DS;Gate Threshold;false
0014,4064;DS;Velocity of Sound;false
0014,4070;SQ;Calibration Settings Sequence;false
0014,4072;ST;Calibration Procedure;false
0014,4074;SH;Procedure Version;false
0014,4076;DA;Procedure Creation Date;false
0014,4078;DA;Procedure Expiration Date;false
0014,407A;DA;Procedure Last Modified Date;false
0014,407C;TM;Calibration Time;false
0014,407E;DA;Calibration Date;false
0014,4080;SQ;Probe Drive Equipment Sequence;false
0014,4081;CS;Drive Type;false
0014,4082;LT;Probe Drive Notes;false
0014,4083;SQ;Drive Probe Sequence;false
0014,4084;DS;Probe Inductance;false
0014,4085;DS;Probe Resistance;false
0014,4086;SQ;Receive Probe Sequence;false
0014,4087;SQ;Probe Drive Settings Sequence;false
0014,4088;DS;Bridge Resistors;false
0014,4089;DS;Probe Orientation Angle;false
0014,408B;DS;User Selected Gain Y;false
0014,408C;DS;User Selected Phase;false
0014,408D;DS;User Selected Offset X;false
0014,408E;DS;User Selected Offset Y;false
0014,4091;SQ;Channel Settings Sequence;false
0014,4092;DS;Channel Threshold;false
0014,409A;SQ;Scanner Settings Sequence;false
0014,409B;ST;Scan Procedure;false
0014,409C;DS;Translation Rate X;false
0014,409D;DS;Translation Rate Y;false
0014,409F;DS;Channel Overlap;false
0014,40A0;LO;Image Quality Indicator Type;false
0014,40A1;LO;Image Quality Indicator Material;false
0014,40A2;LO;Image Quality Indicator Size;false
0014,5002;IS;LINAC Energy;false
0014,5004;IS;LINAC Output;false
0014,5100;US;Active Aperture;false
0014,5101;DS;Total Aperture;false
0014,5102;DS;Aperture Elevation;false
0014,5103;DS;Main Lobe Angle;false
0014,5104;DS;Main Roof Angle;false
0014,5105;CS;Connector Type;false
0014,5106;SH;Wedge Model Number;false
0014,5107;DS;Wedge Angle Float;false
0014,5108;DS;Wedge Roof Angle;false
0014,5109;CS;Wedge Element 1 Position;false
0014,510A;DS;Wedge Material Velocity;false
0014,510B;SH;Wedge Material;false
0014,510C;DS;Wedge Offset Z;false
0014,510D;DS;Wedge Origin Offset X;false
0014,510E;DS;Wedge Time Delay;false
0014,510F;SH;Wedge Name;false
0014,5110;SH;Wedge Manufacturer Name;false
0014,5111;LO;Wedge Description;false
0014,5112;DS;Nominal Beam Angle;false
0014,5113;DS;Wedge Offset X;false
0014,5114;DS;Wedge Offset Y;false
0014,5115;DS;Wedge Total Length;false
0014,5116;DS;Wedge In Contact Length;false
0014,5117;DS;Wedge Front Gap;false
0014,5118;DS;Wedge Total Height;false
0014,5119;DS;Wedge Front Height;false
0014,511A;DS;Wedge Rear Height;false
0014,511B;DS;Wedge Total Width;false
0014,511C;DS;Wedge In Contact Width;false
0014,511D;DS;Wedge Chamfer Height;false
0014,511E;CS;Wedge Curve;false
0014,511F;DS;Radius Along the Wedge;false
0018,0010;LO;Contrast/Bolus Agent;false
0018,0012;SQ;Contrast/Bolus Agent Sequence;false
0018,0013;FL;Contrast/Bolus T1 Relaxivity;false
0018,0014;SQ;Contrast/Bolus Administration Route Sequence;false
0018,0015;CS;Body Part Examined;false
0018,0020;CS;Scanning Sequence;false
0018,0021;CS;Sequence Variant;false
0018,0022;CS;Scan Options;false
0018,0023;CS;MR Acquisition Type;false
0018,0024;SH;Sequence Name;false
0018,0025;CS;Angio Flag;false
0018,0026;SQ;Intervention Drug Information Sequence;false
0018,0027;TM;Intervention Drug Stop Time;false
0018,0028;DS;Intervention Drug Dose;false
0018,0029;SQ;Intervention Drug Code Sequence;false
0018,002A;SQ;Additional Drug Sequence;false
0018,0030;LO;Radionuclide;true
0018,0031;LO;Radiopharmaceutical;false
0018,0032;DS;Energy Window Centerline;true
0018,0033;DS;Energy Window Total Width;true
0018,0034;LO;Intervention Drug Name;false
0018,0035;TM;Intervention Drug Start Time;false
0018,0036;SQ;Intervention Sequence;false
0018,0037;CS;Therapy Type;true
0018,0038;CS;Intervention Status;false
0018,0039;CS;Therapy Description;true
0018,003A;ST;Intervention Description;false
0018,0040;IS;Cine Rate;false
0018,0042;CS;Initial Cine Run State;false
0018,0050;DS;Slice Thickness;false
0018,0060;DS;KVP;false
0018,0061;DS;;true
0018,0070;IS;Counts Accumulated;false
0018,0071;CS;Acquisition Termination Condition;false
0018,0072;DS;Effective Duration;false
0018,0073;CS;Acquisition Start Condition;false
0018,0074;IS;Acquisition Start Condition Data;false
0018,0075;IS;Acquisition Termination Condition Data;false
0018,0080;DS;Repetition Time;false
0018,0081;DS;Echo Time;false
0018,0082;DS;Inversion Time;false
0018,0083;DS;Number of Averages;false
0018,0084;DS;Imaging Frequency;false
0018,0085;SH;Imaged Nucleus;false
0018,0086;IS;Echo Number(s);false
0018,0087;DS;Magnetic Field Strength;false
0018,0088;DS;Spacing Between Slices;false
0018,0089;IS;Number of Phase Encoding Steps;false
0018,0090;DS;Data Collection Diameter;false
0018,0091;IS;Echo Train Length;false
0018,0093;DS;Percent Sampling;false
0018,0094;DS;Percent Phase Field of View;false
0018,0095;DS;Pixel Bandwidth;false
0018,1000;LO;Device Serial Number;false
0018,1002;UI;Device UID;false
0018,1003;LO;Device ID;false
0018,1004;LO;Plate ID;false
0018,1005;LO;Generator ID;false
0018,1006;LO;Grid ID;false
0018,1007;LO;Cassette ID;false
0018,1008;LO;Gantry ID;false
0018,1010;LO;Secondary Capture Device ID;false
0018,1011;LO;Hardcopy Creation Device ID;true
0018,1012;DA;Date of Secondary Capture;false
0018,1014;TM;Time of Secondary Capture;false
0018,1016;LO;Secondary Capture Device Manufacturer;false
0018,1017;LO;Hardcopy Device Manufacturer;true
0018,1018;LO;Secondary Capture Device Manufacturer's Model Name;false
0018,1019;LO;Secondary Capture Device Software Versions;false
0018,101A;LO;Hardcopy Device Software Version;true
0018,101B;LO;Hardcopy Device Manufacturer's Model Name;true
0018,1020;LO;Software Version(s);false
0018,1022;SH;Video Image Format Acquired;false
0018,1023;LO;Digital Image Format Acquired;false
0018,1030;LO;Protocol Name;false
0018,1040;LO;Contrast/Bolus Route;false
0018,1041;DS;Contrast/Bolus Volume;false
0018,1042;TM;Contrast/Bolus Start Time;false
0018,1043;TM;Contrast/Bolus Stop Time;false
0018,1044;DS;Contrast/Bolus Total Dose;false
0018,1045;IS;Syringe Counts;false
0018,1046;DS;Contrast Flow Rate;false
0018,1047;DS;Contrast Flow Duration;false
0018,1048;CS;Contrast/Bolus Ingredient;false
0018,1049;DS;Contrast/Bolus Ingredient Concentration;false
0018,1050;DS;Spatial Resolution;false
0018,1060;DS;Trigger Time;false
0018,1061;LO;Trigger Source or Type;false
0018,1062;IS;Nominal Interval;false
0018,1063;DS;Frame Time;false
0018,1064;LO;Cardiac Framing Type;false
0018,1065;DS;Frame Time Vector;false
0018,1066;DS;Frame Delay;false
0018,1067;DS;Image Trigger Delay;false
0018,1068;DS;Multiplex Group Time Offset;false
0018,1069;DS;Trigger Time Offset;false
0018,106A;CS;Synchronization Trigger;false
0018,106C;US;Synchronization Channel;false
0018,106E;UL;Trigger Sample Position;false
0018,1070;LO;Radiopharmaceutical Route;false
0018,1071;DS;Radiopharmaceutical Volume;false
0018,1072;TM;Radiopharmaceutical Start Time;false
0018,1073;TM;Radiopharmaceutical Stop Time;false
0018,1074;DS;Radionuclide Total Dose;false
0018,1075;DS;Radionuclide Half Life;false
0018,1076;DS;Radionuclide Positron Fraction;false
0018,1077;DS;Radiopharmaceutical Specific Activity;false
0018,1078;DT;Radiopharmaceutical Start DateTime;false
0018,1079;DT;Radiopharmaceutical Stop DateTime;false
0018,1080;CS;Beat Rejection Flag;false
0018,1081;IS;Low R-R Value;false
0018,1082;IS;High R-R Value;false
0018,1083;IS;Intervals Acquired;false
0018,1084;IS;Intervals Rejected;false
0018,1085;LO;PVC Rejection;false
0018,1086;IS;Skip Beats;false
0018,1088;IS;Heart Rate;false
0018,1090;IS;Cardiac Number of Images;false
0018,1094;IS;Trigger Window;false
0018,1100;DS;Reconstruction Diameter;false
0018,1110;DS;Distance Source to Detector;false
0018,1111;DS;Distance Source to Patient;false
0018,1114;DS;Estimated Radiographic Magnification Factor;false
0018,1120;DS;Gantry/Detector Tilt;false
0018,1121;DS;Gantry/Detector Slew;false
0018,1130;DS;Table Height;false
0018,1131;DS;Table Traverse;false
0018,1134;CS;Table Motion;false
0018,1135;DS;Table Vertical Increment;false
0018,1136;DS;Table Lateral Increment;false
0018,1137;DS;Table Longitudinal Increment;false
0018,1138;DS;Table Angle;false
0018,113A;CS;Table Type;false
